,Gender,Age,CategorizedAge,Geography,Balance,EstimatedSalary,CreditScore,CategorizedCreditScore,NumOfProducts,HasCrCard,Tenure,IsActiveMember,Exited
6096,Male,41,Mid-Career Adults,Germany,157777.58,67484.6,642,Fair,1,Yes,4,No,No
6097,Male,47,Late Career Adults,Germany,107915.94,63452.18,575,Poor,2,Yes,9,Yes,Yes
6098,Female,57,Near-Retirement Adults,Germany,86568.75,103660.31,570,Poor,1,No,5,Yes,No
6099,Male,52,Late Career Adults,Germany,137755.76,163191.99,532,Poor,1,Yes,9,No,Yes
6100,Male,30,Early Career Adults,France,137262.71,62905.29,796,Very Good,2,Yes,2,No,No
6101,Male,32,Early Career Adults,Spain,0.0,44323.22,833,Exceptional,1,Yes,6,Yes,Yes
6102,Female,36,Mid-Career Adults,Spain,0.0,97938.59,642,Fair,2,Yes,6,Yes,No
6103,Male,28,Early Career Adults,France,0.0,126565.21,655,Fair,2,No,10,Yes,No
6104,Male,50,Late Career Adults,Germany,116309.01,185360.4,736,Good,1,Yes,9,No,Yes
6105,Female,34,Early Career Adults,France,131244.65,183229.02,617,Fair,2,Yes,0,No,No
6106,Male,28,Early Career Adults,Germany,125155.83,106024.02,762,Very Good,2,Yes,3,Yes,No
6107,Male,35,Mid-Career Adults,Germany,140691.08,167810.26,703,Good,2,Yes,5,No,No
6108,Male,41,Mid-Career Adults,France,58820.32,138536.09,507,Poor,2,Yes,3,Yes,No
6109,Female,26,Early Career Adults,Germany,105099.45,184520.0,581,Fair,1,Yes,3,Yes,Yes
6110,Male,31,Early Career Adults,France,0.0,20492.16,593,Fair,2,No,9,Yes,No
6111,Male,23,Young Adults,France,168372.52,134676.72,648,Fair,1,Yes,9,No,No
6112,Male,34,Early Career Adults,Germany,94682.56,138478.2,462,Poor,2,Yes,1,No,No
6113,Male,36,Mid-Career Adults,Spain,0.0,125557.95,596,Fair,2,No,2,Yes,No
6114,Female,44,Mid-Career Adults,France,0.0,82969.61,627,Fair,2,Yes,5,No,Yes
6115,Male,40,Mid-Career Adults,France,0.0,158071.69,494,Poor,2,No,7,Yes,No
6116,Male,73,Retired Adults,France,146329.73,43615.67,627,Fair,1,No,0,Yes,No
6117,Male,37,Mid-Career Adults,Spain,0.0,119969.99,850,Exceptional,2,Yes,2,No,No
6118,Female,49,Late Career Adults,France,167962.7,140201.21,632,Fair,1,No,5,No,No
6119,Male,33,Early Career Adults,France,0.0,80792.83,490,Poor,2,Yes,1,Yes,No
6120,Male,40,Mid-Career Adults,France,0.0,141359.11,715,Good,1,Yes,7,Yes,No
6121,Male,48,Late Career Adults,France,0.0,23344.94,679,Good,2,Yes,8,No,No
6122,Male,44,Mid-Career Adults,France,116967.68,5075.17,619,Fair,1,Yes,3,No,Yes
6123,Female,33,Early Career Adults,Spain,0.0,95500.98,465,Poor,2,Yes,6,Yes,No
6124,Male,32,Early Career Adults,Spain,0.0,79082.62,736,Good,1,No,7,Yes,No
6125,Female,34,Early Career Adults,Germany,93244.42,199805.63,501,Poor,1,No,7,Yes,No
6126,Female,29,Early Career Adults,France,0.0,52709.55,535,Poor,2,No,5,Yes,No
6127,Female,33,Early Career Adults,France,0.0,56583.88,759,Very Good,2,Yes,2,No,No
6128,Male,35,Mid-Career Adults,France,0.0,3385.04,819,Exceptional,2,No,1,Yes,No
6129,Male,43,Mid-Career Adults,Germany,80442.06,12537.42,533,Poor,2,No,4,Yes,No
6130,Female,35,Mid-Career Adults,Germany,150561.03,64722.61,632,Fair,2,No,2,No,No
6131,Male,60,Near-Retirement Adults,France,0.0,75246.21,686,Good,3,Yes,9,Yes,Yes
6132,Female,34,Early Career Adults,France,125474.44,198929.84,687,Good,1,Yes,9,No,No
6133,Female,33,Early Career Adults,Germany,127076.68,69011.66,667,Fair,2,Yes,4,No,No
6134,Female,25,Early Career Adults,Spain,0.0,52404.47,699,Good,2,Yes,8,Yes,No
6135,Male,37,Mid-Career Adults,Spain,128650.11,163641.53,497,Poor,2,Yes,8,Yes,No
6136,Female,33,Early Career Adults,Spain,145580.61,154598.56,780,Very Good,1,Yes,6,Yes,No
6137,Female,51,Late Career Adults,France,0.0,173989.47,652,Fair,1,Yes,3,No,Yes
6138,Male,47,Late Career Adults,France,144900.58,61315.37,477,Poor,1,Yes,9,No,Yes
6139,Female,37,Mid-Career Adults,France,0.0,143393.24,652,Fair,2,Yes,4,No,No
6140,Female,31,Early Career Adults,France,97588.6,124210.53,488,Poor,1,No,8,No,No
6141,Male,24,Young Adults,France,0.0,151460.84,572,Poor,2,Yes,1,Yes,No
6142,Female,38,Mid-Career Adults,France,0.0,20734.81,755,Very Good,2,Yes,1,No,No
6143,Female,24,Young Adults,Germany,122200.31,43705.56,779,Very Good,2,Yes,10,No,No
6144,Female,46,Late Career Adults,Spain,151709.33,180736.24,693,Good,1,Yes,3,No,No
6145,Female,22,Young Adults,Spain,0.0,104170.48,530,Poor,2,Yes,7,No,No
6146,Female,33,Early Career Adults,Spain,122134.4,27867.59,738,Good,2,No,3,Yes,No
6147,Male,31,Early Career Adults,Germany,137260.45,55387.28,690,Good,2,Yes,2,No,No
6148,Female,30,Early Career Adults,France,88594.14,196332.45,611,Fair,1,Yes,9,No,No
6149,Male,34,Early Career Adults,Spain,0.0,116046.22,643,Fair,2,Yes,6,Yes,No
6150,Male,41,Mid-Career Adults,Germany,127205.32,93874.87,632,Fair,4,Yes,8,No,Yes
6151,Female,31,Early Career Adults,Spain,96997.09,76614.04,727,Good,2,No,10,No,No
6152,Female,64,Near-Retirement Adults,France,0.0,6076.62,508,Poor,1,Yes,2,Yes,No
6153,Male,31,Early Career Adults,France,142200.19,122221.71,550,Poor,2,Yes,5,Yes,No
6154,Female,39,Mid-Career Adults,Germany,160761.41,24156.03,754,Very Good,1,Yes,3,Yes,No
6155,Male,26,Early Career Adults,France,0.0,135394.62,759,Very Good,2,Yes,4,No,No
6156,Male,33,Early Career Adults,Spain,0.0,91340.02,794,Very Good,2,No,8,No,No
6157,Male,29,Early Career Adults,France,0.0,146090.38,549,Poor,2,Yes,3,No,No
6158,Male,31,Early Career Adults,France,116234.61,172096.08,671,Good,1,Yes,0,No,No
6159,Female,26,Early Career Adults,Germany,155143.52,135034.57,756,Very Good,1,No,5,Yes,Yes
6160,Female,21,Young Adults,France,0.0,84008.66,632,Fair,2,Yes,1,No,No
6161,Male,38,Mid-Career Adults,France,0.0,91763.67,579,Poor,2,No,8,No,No
6162,Male,34,Early Career Adults,France,84009.47,137001.1,748,Very Good,1,Yes,5,Yes,No
6163,Female,28,Early Career Adults,Germany,139246.22,106799.49,488,Poor,2,Yes,7,No,No
6164,Male,58,Near-Retirement Adults,Germany,170113.0,10494.64,710,Good,2,No,7,Yes,No
6165,Female,41,Mid-Career Adults,Spain,0.0,79866.73,619,Fair,3,Yes,8,Yes,Yes
6166,Male,64,Near-Retirement Adults,France,145578.28,186172.85,773,Very Good,1,No,2,Yes,No
6167,Male,75,Retired Adults,Spain,126273.95,91673.6,657,Fair,1,No,7,Yes,No
6168,Female,26,Early Career Adults,France,162482.76,18458.2,579,Poor,1,Yes,10,Yes,No
6169,Male,29,Early Career Adults,France,0.0,8342.35,542,Poor,1,Yes,9,No,No
6170,Female,32,Early Career Adults,France,87814.89,138578.37,709,Good,1,Yes,2,No,No
6171,Male,61,Near-Retirement Adults,Spain,113858.95,38129.22,617,Fair,1,Yes,3,Yes,No
6172,Male,43,Mid-Career Adults,Germany,87612.64,107155.4,568,Poor,4,Yes,5,Yes,Yes
6173,Female,73,Retired Adults,France,0.0,29792.11,769,Very Good,1,Yes,1,Yes,No
6174,Male,26,Early Career Adults,Germany,106648.98,7063.6,608,Fair,1,No,1,Yes,No
6175,Male,31,Early Career Adults,Spain,0.0,21645.06,503,Poor,2,Yes,4,Yes,No
6176,Female,38,Mid-Career Adults,Germany,103653.51,137079.86,608,Fair,2,Yes,8,Yes,No
6177,Male,37,Mid-Career Adults,Germany,116880.53,172718.35,731,Good,1,No,3,No,Yes
6178,Female,40,Mid-Career Adults,Germany,97990.49,106691.02,850,Exceptional,2,No,4,No,No
6179,Female,34,Early Career Adults,Germany,150635.3,72274.84,591,Fair,1,Yes,4,Yes,No
6180,Male,37,Mid-Career Adults,Spain,0.0,32246.63,579,Poor,2,Yes,4,Yes,No
6181,Male,39,Mid-Career Adults,France,129674.89,80552.36,570,Poor,2,Yes,10,No,No
6182,Female,37,Mid-Career Adults,France,0.0,16733.59,709,Good,2,Yes,9,No,No
6183,Male,53,Late Career Adults,France,83568.26,1235.49,611,Fair,1,No,3,No,No
6184,Male,48,Late Career Adults,Spain,178144.91,50168.41,775,Very Good,2,No,4,No,Yes
6185,Male,36,Mid-Career Adults,Germany,147137.74,33687.9,699,Good,1,Yes,6,Yes,No
6186,Male,37,Mid-Career Adults,France,0.0,178705.45,618,Fair,1,No,5,Yes,Yes
6187,Male,36,Mid-Career Adults,France,114370.41,66810.48,704,Good,1,No,3,Yes,No
6188,Female,47,Late Career Adults,Germany,108289.28,45859.55,835,Exceptional,2,Yes,5,Yes,Yes
6189,Male,39,Mid-Career Adults,Germany,149887.49,63846.36,714,Good,2,Yes,3,No,No
6190,Female,43,Mid-Career Adults,Spain,170172.9,100236.02,581,Fair,1,No,4,Yes,No
6191,Male,27,Early Career Adults,France,0.0,19645.65,592,Fair,2,Yes,3,Yes,No
6192,Male,43,Mid-Career Adults,France,0.0,178393.68,551,Poor,2,Yes,7,No,No
6193,Female,28,Early Career Adults,Germany,64808.32,78591.15,689,Good,2,No,2,No,No
6194,Female,56,Near-Retirement Adults,France,62732.65,124954.56,604,Fair,1,No,0,Yes,No
6195,Female,41,Mid-Career Adults,France,0.0,3756.65,514,Poor,2,Yes,7,Yes,No
6196,Male,29,Early Career Adults,France,95167.55,152723.23,698,Good,1,Yes,5,Yes,No
6197,Female,54,Late Career Adults,Germany,152508.99,187597.98,581,Fair,1,Yes,2,No,Yes
6198,Male,31,Early Career Adults,Germany,134644.19,70381.49,573,Poor,1,Yes,0,Yes,No
6199,Female,33,Early Career Adults,Spain,0.0,156792.89,449,Poor,2,No,8,No,No
6200,Female,31,Early Career Adults,Germany,51293.47,35534.68,850,Exceptional,1,No,3,No,No
6201,Male,41,Mid-Career Adults,France,0.0,151256.22,612,Fair,3,No,5,No,No
6202,Male,49,Late Career Adults,Spain,116622.73,51011.29,690,Good,1,No,8,Yes,No
6203,Female,49,Late Career Adults,Spain,0.0,111190.53,599,Fair,2,Yes,2,No,No
6204,Male,33,Early Career Adults,France,198113.86,69664.35,498,Poor,1,Yes,1,No,No
6205,Female,29,Early Career Adults,France,85646.81,63233.02,497,Poor,1,No,4,No,Yes
6206,Male,51,Late Career Adults,Spain,0.0,40855.79,802,Exceptional,1,No,7,Yes,No
6207,Male,33,Early Career Adults,France,141234.98,95673.05,644,Fair,1,Yes,9,No,No
6208,Male,34,Early Career Adults,France,0.0,80234.14,714,Good,2,Yes,10,Yes,No
6209,Female,40,Mid-Career Adults,France,77641.99,189051.59,690,Good,1,No,9,No,Yes
6210,Male,30,Early Career Adults,Spain,0.0,145490.85,522,Poor,2,Yes,3,No,No
6211,Female,40,Mid-Career Adults,Germany,117304.29,196278.32,502,Poor,1,No,7,No,No
6212,Female,62,Near-Retirement Adults,Spain,0.0,162889.1,730,Good,2,Yes,2,Yes,No
6213,Male,36,Mid-Career Adults,Germany,92340.69,174667.58,590,Fair,2,Yes,6,Yes,No
6214,Male,35,Mid-Career Adults,Germany,146780.52,3476.38,458,Poor,2,Yes,9,Yes,No
6215,Male,41,Mid-Career Adults,Spain,144974.55,19344.92,553,Poor,1,Yes,6,Yes,No
6216,Male,47,Late Career Adults,France,0.0,95270.83,479,Poor,1,Yes,1,No,No
6217,Male,31,Early Career Adults,France,0.0,107759.31,693,Good,2,Yes,2,Yes,No
6218,Male,43,Mid-Career Adults,Spain,0.0,118368.2,707,Good,2,Yes,10,No,No
6219,Male,37,Mid-Career Adults,Spain,115137.26,52484.01,636,Fair,1,Yes,1,No,No
6220,Male,33,Early Career Adults,France,101952.97,178153.65,807,Exceptional,2,Yes,10,No,No
6221,Female,45,Late Career Adults,France,164649.52,49915.52,513,Poor,3,Yes,0,No,Yes
6222,Male,31,Early Career Adults,France,0.0,33747.03,582,Fair,2,Yes,2,Yes,No
6223,Male,32,Early Career Adults,France,91956.49,59961.81,694,Good,1,Yes,0,Yes,No
6224,Male,39,Mid-Career Adults,France,0.0,18613.52,777,Very Good,2,Yes,8,Yes,No
6225,Male,32,Early Career Adults,Germany,123938.6,198894.42,598,Fair,2,Yes,9,No,No
6226,Male,46,Late Career Adults,Germany,123571.77,57014.17,762,Very Good,3,No,6,Yes,Yes
6227,Female,34,Early Career Adults,France,120777.88,131729.52,588,Fair,1,Yes,3,Yes,No
6228,Male,42,Mid-Career Adults,Germany,90248.79,79169.73,663,Fair,1,Yes,5,Yes,No
6229,Male,36,Mid-Career Adults,France,0.0,106472.34,777,Very Good,1,Yes,7,No,No
6230,Male,71,Retired Adults,France,0.0,17013.54,592,Fair,2,No,4,Yes,No
6231,Male,48,Late Career Adults,Germany,106396.48,150661.42,631,Fair,1,Yes,1,Yes,Yes
6232,Female,47,Late Career Adults,Germany,104887.43,86622.56,725,Good,1,No,1,No,Yes
6233,Male,34,Early Career Adults,France,72079.71,115767.93,850,Exceptional,1,Yes,2,Yes,No
6234,Male,37,Mid-Career Adults,France,0.0,141998.89,540,Poor,2,Yes,6,No,No
6235,Male,36,Mid-Career Adults,Spain,0.0,182787.17,674,Good,2,Yes,2,Yes,No
6236,Male,38,Mid-Career Adults,France,99844.68,187915.7,553,Poor,1,No,3,No,No
6237,Female,28,Early Career Adults,France,0.0,133267.78,630,Fair,2,Yes,1,Yes,No
6238,Male,26,Early Career Adults,France,156815.71,137476.09,466,Poor,1,Yes,3,Yes,No
6239,Male,47,Late Career Adults,France,146034.74,77146.14,613,Fair,1,Yes,6,Yes,No
6240,Male,27,Early Career Adults,France,152283.39,183271.15,558,Poor,1,Yes,1,No,No
6241,Female,33,Early Career Adults,Germany,118897.1,26362.4,775,Very Good,2,Yes,1,Yes,No
6242,Male,52,Late Career Adults,Germany,96781.39,153373.71,698,Good,1,Yes,8,Yes,No
6243,Male,33,Early Career Adults,Germany,102772.67,70705.58,608,Fair,2,Yes,1,No,No
6244,Female,20,Young Adults,Spain,0.0,119759.24,670,Good,2,Yes,4,No,No
6245,Male,39,Mid-Career Adults,Spain,0.0,42392.24,591,Fair,2,No,8,No,No
6246,Male,40,Mid-Career Adults,France,150578.0,34670.62,633,Fair,1,No,4,Yes,Yes
6247,Female,46,Late Career Adults,France,0.0,82106.19,678,Good,2,No,1,No,No
6248,Male,47,Late Career Adults,France,0.0,171774.5,590,Fair,2,Yes,3,No,No
6249,Female,48,Late Career Adults,France,0.0,149772.61,705,Good,2,No,0,No,No
6250,Male,42,Mid-Career Adults,France,163548.07,38866.85,608,Fair,1,Yes,10,No,No
6251,Female,37,Mid-Career Adults,France,148580.12,35179.18,682,Good,1,Yes,8,No,No
6252,Male,32,Early Career Adults,Germany,96709.07,41788.37,596,Fair,2,No,3,No,No
6253,Female,34,Early Career Adults,Germany,106011.59,17376.57,395,Poor,1,Yes,5,Yes,Yes
6254,Male,37,Mid-Career Adults,Germany,135650.88,199428.19,578,Poor,1,Yes,1,No,No
6255,Male,55,Near-Retirement Adults,Germany,111362.76,16922.28,547,Poor,3,Yes,4,No,Yes
6256,Male,37,Mid-Career Adults,France,39344.83,178291.89,609,Fair,1,Yes,1,Yes,Yes
6257,Male,36,Mid-Career Adults,Germany,130809.77,152290.28,774,Very Good,1,Yes,9,No,No
6258,Female,27,Early Career Adults,France,133009.51,126809.15,712,Good,1,Yes,2,No,No
6259,Female,28,Early Career Adults,Germany,135337.49,40385.61,585,Fair,2,Yes,9,Yes,No
6260,Female,32,Early Career Adults,France,112536.57,34350.54,666,Fair,2,Yes,10,Yes,No
6261,Female,35,Mid-Career Adults,Spain,122570.69,199005.88,708,Good,1,No,8,No,No
6262,Male,44,Mid-Career Adults,France,63562.02,52629.73,513,Poor,2,No,1,Yes,Yes
6263,Male,37,Mid-Career Adults,France,0.0,180012.39,445,Poor,2,Yes,3,Yes,No
6264,Male,44,Mid-Career Adults,Germany,100368.63,35342.33,690,Good,2,No,9,No,No
6265,Male,37,Mid-Career Adults,France,0.0,109291.22,850,Exceptional,2,Yes,6,No,No
6266,Female,33,Early Career Adults,Spain,136082.0,62746.54,537,Poor,1,Yes,7,No,No
6267,Male,48,Late Career Adults,Germany,114169.16,173273.2,705,Good,1,No,9,No,Yes
6268,Female,45,Late Career Adults,France,47884.92,54340.24,670,Good,1,Yes,5,Yes,No
6269,Female,36,Mid-Career Adults,Spain,0.0,19302.78,652,Fair,2,Yes,1,Yes,No
6270,Male,24,Young Adults,Spain,0.0,10883.52,696,Good,1,No,9,No,No
6271,Male,49,Late Career Adults,France,202904.64,17298.72,747,Very Good,1,Yes,6,Yes,Yes
6272,Female,46,Late Career Adults,France,0.0,115779.48,511,Poor,1,Yes,1,Yes,Yes
6273,Male,43,Mid-Career Adults,Spain,161807.18,93228.86,743,Very Good,2,No,2,Yes,Yes
6274,Male,52,Late Career Adults,Germany,110791.97,148704.77,532,Poor,1,Yes,3,No,Yes
6275,Female,33,Early Career Adults,Spain,0.0,150475.14,642,Fair,2,Yes,9,Yes,No
6276,Female,54,Late Career Adults,Germany,108755.0,40914.32,554,Poor,1,Yes,6,No,Yes
6277,Female,34,Early Career Adults,Spain,0.0,38587.7,604,Fair,2,Yes,3,No,No
6278,Female,72,Retired Adults,France,0.0,171260.66,602,Fair,2,Yes,3,Yes,No
6279,Female,55,Near-Retirement Adults,Spain,117294.12,94187.47,757,Very Good,4,Yes,9,No,Yes
6280,Male,26,Early Career Adults,Germany,102251.14,145900.89,491,Poor,1,Yes,4,Yes,No
6281,Male,31,Early Career Adults,France,0.0,152298.28,850,Exceptional,2,No,4,No,No
6282,Male,22,Young Adults,France,0.0,99828.45,521,Poor,2,Yes,5,Yes,No
6283,Male,37,Mid-Career Adults,France,132057.92,34743.98,726,Good,2,Yes,2,No,No
6284,Male,33,Early Career Adults,France,0.0,121189.3,596,Fair,1,Yes,8,No,Yes
6285,Female,35,Mid-Career Adults,Germany,114285.2,129660.59,850,Exceptional,1,No,7,Yes,No
6286,Female,41,Mid-Career Adults,France,0.0,145477.36,637,Fair,2,Yes,9,No,No
6287,Male,32,Early Career Adults,Spain,76087.98,151822.66,690,Good,1,No,2,Yes,No
6288,Male,40,Mid-Career Adults,France,160272.27,49656.24,689,Good,1,Yes,8,No,No
6289,Male,63,Near-Retirement Adults,Spain,114552.6,73856.28,633,Fair,1,Yes,4,No,Yes
6290,Female,27,Early Career Adults,France,102000.17,116757.0,555,Poor,1,Yes,8,Yes,No
6291,Male,24,Young Adults,Spain,0.0,16319.56,563,Poor,2,No,7,No,No
6292,Female,33,Early Career Adults,France,137853.0,90273.85,494,Poor,1,No,1,Yes,No
6293,Male,27,Early Career Adults,France,0.0,161344.13,534,Poor,2,Yes,9,No,No
6294,Male,42,Mid-Career Adults,Germany,162318.61,121061.89,696,Good,1,Yes,7,No,No
6295,Female,50,Late Career Adults,Spain,140292.58,69531.22,535,Poor,3,No,1,No,Yes
6296,Male,34,Early Career Adults,France,0.0,3756.23,600,Fair,2,No,0,Yes,No
6297,Female,34,Early Career Adults,France,0.0,114448.13,807,Exceptional,1,No,1,No,No
6298,Female,52,Late Career Adults,France,0.0,144045.08,714,Good,1,No,2,Yes,Yes
6299,Male,24,Young Adults,France,126431.54,58781.11,590,Fair,1,Yes,7,No,No
6300,Female,41,Mid-Career Adults,France,123475.04,179227.52,614,Fair,1,Yes,3,Yes,No
6301,Female,45,Late Career Adults,Germany,97652.96,127332.33,766,Very Good,1,Yes,6,No,No
6302,Male,42,Mid-Career Adults,Spain,0.0,86642.38,557,Poor,2,No,4,Yes,No
6303,Female,49,Late Career Adults,Germany,137455.99,184178.29,788,Very Good,1,Yes,4,No,Yes
6304,Female,38,Mid-Career Adults,France,0.0,9551.49,648,Fair,2,No,2,Yes,No
6305,Female,33,Early Career Adults,Germany,99046.31,56053.06,726,Good,2,Yes,7,Yes,No
6306,Male,33,Early Career Adults,France,0.0,1118.31,773,Very Good,2,Yes,9,Yes,No
6307,Male,27,Early Career Adults,Germany,105907.42,195732.04,583,Fair,2,Yes,4,Yes,No
6308,Male,52,Late Career Adults,Germany,97720.35,175070.94,565,Poor,2,Yes,5,No,Yes
6309,Male,25,Early Career Adults,France,0.0,112331.19,705,Good,2,No,9,Yes,No
6310,Male,43,Mid-Career Adults,Spain,97392.18,43956.83,685,Good,2,Yes,4,No,No
6311,Male,29,Early Career Adults,France,0.0,115994.52,741,Very Good,2,Yes,8,Yes,No
6312,Female,28,Early Career Adults,Germany,152812.58,166682.57,658,Fair,1,Yes,9,No,No
6313,Male,27,Early Career Adults,France,139301.68,99843.98,575,Poor,1,Yes,3,No,No
6314,Female,41,Mid-Career Adults,France,76319.64,141175.18,844,Exceptional,1,Yes,10,Yes,Yes
6315,Male,67,Retired Adults,Spain,125919.35,175910.95,559,Poor,1,Yes,9,No,Yes
6316,Male,37,Mid-Career Adults,France,124348.38,176984.34,725,Good,2,No,6,Yes,No
6317,Male,29,Early Career Adults,France,117199.8,43480.63,450,Poor,1,Yes,7,Yes,No
6318,Female,57,Near-Retirement Adults,Germany,148384.64,155047.11,738,Good,1,No,9,No,Yes
6319,Female,19,Young Adults,Germany,113905.48,176137.2,642,Fair,1,Yes,3,Yes,No
6320,Male,32,Early Career Adults,Spain,133476.09,154843.4,618,Fair,1,No,5,Yes,No
6321,Male,47,Late Career Adults,France,117879.32,8214.46,590,Fair,1,Yes,0,Yes,No
6322,Male,50,Late Career Adults,France,0.0,147075.69,735,Good,2,No,2,Yes,No
6323,Male,34,Early Career Adults,France,122359.5,116495.55,550,Poor,1,No,8,No,No
6324,Female,28,Early Career Adults,Spain,0.0,31165.06,729,Good,2,Yes,0,Yes,Yes
6325,Male,59,Near-Retirement Adults,Germany,108585.35,192127.22,743,Very Good,1,Yes,5,Yes,Yes
6326,Male,31,Early Career Adults,France,145875.74,137491.23,555,Poor,1,Yes,8,No,No
6327,Female,36,Mid-Career Adults,Spain,121542.57,186841.71,667,Fair,2,Yes,3,Yes,No
6328,Female,41,Mid-Career Adults,Spain,109508.68,86776.38,790,Very Good,1,No,7,No,No
6329,Male,34,Early Career Adults,Germany,146407.11,72073.72,727,Good,1,Yes,2,Yes,No
6330,Female,39,Mid-Career Adults,France,0.0,10662.58,744,Very Good,1,No,6,No,No
6331,Male,35,Mid-Career Adults,Germany,112330.83,91001.02,629,Fair,1,Yes,8,Yes,No
6332,Female,35,Mid-Career Adults,France,90413.12,20555.21,619,Fair,1,Yes,4,Yes,No
6333,Male,34,Early Career Adults,France,105302.66,123164.97,634,Fair,1,Yes,8,Yes,No
6334,Female,35,Mid-Career Adults,Spain,0.0,143463.28,608,Fair,2,Yes,6,Yes,No
6335,Female,35,Mid-Career Adults,France,0.0,92131.54,507,Poor,2,No,1,No,No
6336,Female,35,Mid-Career Adults,Germany,121520.36,77178.42,536,Poor,1,No,4,No,No
6337,Female,43,Mid-Career Adults,Spain,103960.38,193650.16,730,Good,1,Yes,1,Yes,No
6338,Male,39,Mid-Career Adults,Germany,102945.01,52861.89,583,Fair,1,No,8,No,No
6339,Female,24,Young Adults,France,92760.55,35896.75,644,Fair,1,Yes,8,No,No
6340,Male,37,Mid-Career Adults,Spain,0.0,149418.41,790,Very Good,2,Yes,8,Yes,No
6341,Female,40,Mid-Career Adults,Germany,134590.21,46253.65,807,Exceptional,1,Yes,1,Yes,No
6342,Female,37,Mid-Career Adults,France,104255.03,86609.37,581,Fair,1,Yes,10,No,No
6343,Female,55,Near-Retirement Adults,Spain,0.0,91943.94,627,Fair,1,No,6,No,Yes
6344,Male,41,Mid-Career Adults,France,0.0,128892.36,850,Exceptional,2,Yes,3,No,No
6345,Female,35,Mid-Career Adults,France,0.0,44830.71,754,Very Good,2,Yes,4,No,No
6346,Male,50,Late Career Adults,Germany,121399.98,84508.44,551,Poor,1,No,1,Yes,Yes
6347,Male,35,Mid-Career Adults,Germany,147127.81,84760.7,637,Fair,2,Yes,8,Yes,No
6348,Male,31,Early Career Adults,Spain,125927.51,147661.47,699,Good,2,Yes,8,No,No
6349,Female,25,Early Career Adults,France,0.0,82393.08,542,Poor,2,No,7,Yes,No
6350,Male,48,Late Career Adults,Germany,111599.32,135995.58,640,Fair,1,No,1,Yes,No
6351,Female,27,Early Career Adults,France,0.0,159800.16,553,Poor,2,No,3,No,No
6352,Male,38,Mid-Career Adults,France,0.0,14379.01,741,Very Good,2,Yes,9,No,No
6353,Male,35,Mid-Career Adults,France,114212.6,74322.85,598,Fair,1,Yes,8,Yes,No
6354,Female,42,Mid-Career Adults,Spain,0.0,189016.24,660,Fair,3,Yes,5,Yes,Yes
6355,Male,41,Mid-Career Adults,Spain,115251.64,136435.75,618,Fair,1,No,4,No,No
6356,Male,43,Mid-Career Adults,France,0.0,78488.39,647,Fair,2,Yes,9,Yes,No
6357,Female,68,Retired Adults,France,107571.61,113695.99,491,Poor,1,No,3,Yes,No
6358,Female,32,Early Career Adults,France,0.0,54628.11,652,Fair,2,Yes,2,No,No
6359,Female,45,Late Career Adults,Germany,152367.21,150835.21,650,Fair,3,Yes,9,No,Yes
6360,Male,39,Mid-Career Adults,Germany,130969.77,158891.79,413,Poor,2,Yes,1,Yes,No
6361,Female,25,Early Career Adults,Germany,97738.97,160523.33,416,Poor,2,Yes,0,Yes,No
6362,Male,34,Early Career Adults,Spain,0.0,180595.02,629,Fair,2,Yes,8,Yes,No
6363,Female,40,Mid-Career Adults,Spain,113794.22,16618.76,678,Good,1,Yes,4,No,No
